"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07000731","CC","SANT FRANCESC DE SALES","calos.ciutadella@salesians.cat","","http://ciutadella.salesians.cat","CONGREGACION SALESIANA DE SAN FRANCISCO DE SALES","R0700100A","CIUTADELLA","CIUTADELLA","AV. DE LA CONSTITUCIÓ, 57","07760","MENORCA","971380100"
"07001939","CC","SANT JOSEP","centre@santjosep.fecib.net","","www.santjosepmao.com","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","MAÓ","MAÓ","C/ COS DE GRÀCIA, 98","07702","MENORCA","971355804"
"07006500","CC","SANT JOSEP OBRER I","sjo@santjosepobrer.es","","http://www.santjosepobrer.com","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","PALMA","PALMA","C/ SEBASTIÀ ARROM, 3","07008","MALLORCA","971473308"
"07003717","CC","SANT PERE","secretaria@colegisantpere.com","administracio@colegisantpere.com","http://www.colegisantpere.com","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","PALMA","PALMA","C/ BALTASAR VALENTÍ, 76","07008","MALLORCA","971475050"
"07000315","CC","SANT SALVADOR","direccio@santsalvador.net","","http://www.santsalvador.net","HERMANAS DE LA CARIDAD DE SAN VICENTE DE PAUL","R0700092J","ARTÀ","ARTÀ","C/ CARITAT, 11","07570","MALLORCA","971836269"
"07003596","CC","SANT VICENÇ DE PAÜL_CAS CAPISCOL","centre@svpcascapiscol.fecib.net","","http://hijascaridad.org/barcelona/c_educa/centros/e_centre15.htm","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","PALMA","PALMA","C/ SANT VICENÇ DE PAÜL, 13","07010","MALLORCA","971750624"
"07002646","CC","SANT VICENÇ DE PAÜL_COLL D'EN RABASSA","secretaria@svpcoll.fecib.net","","","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","ES COLL D'EN RABASSA","PALMA","C/ MARQUÈS, 10","07007","MALLORCA","971262695"
"07001447","CC","SANT VICENÇ DE PAÜL_INCA","secretaria@ sanvicentedepaulinca.es","secretaria@ sanvicentedepaulinca.es","www.santvicençdepaul-inca.es","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","INCA","INCA","C/ SANT VICENÇ DE PAÜL, 2","07300","MALLORCA","971500890"
"07003390","CC","SANT VICENÇ DE PAÜL_LA SOLEDAT","direccio@svpaul-lasoledat.com","","","HERMANAS DE LA CARIDAD DE SAN VICENTE DE PAÚL","R0700086B","PALMA","PALMA","C/SIQUIER, 4","07007","MALLORCA","971241436"
"07001666","CC","SANT VICENÇ DE PAÜL_LLUCMAJOR","info@svpaularenal.com","t.vich@svpaularenal.com","www.svpaularenal.com","HERMANAS DE LA CARIDAD DE SAN VICENTE DE PAUL","R0700091B","S'ARENAL","LLUCMAJOR","C/ ANTONIO CATANY, 5","07600","MALLORCA","971440104"
"07002105","CC","SANT VICENÇ DE PAÜL_MANACOR","secretaria@svpmanacor.fecib.net","svicentepm@planalfa.es","https://www.svpaulmanacor.es","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","MANACOR","MANACOR","C/ OLESA, 7","07500","MALLORCA","971556120"
"07004266","CC","SANT VICENÇ DE PAÜL_SA VILETA","secretaria@svpsavileta.fecib.net","","www.svpaulsavileta.com","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","SA VILETA","PALMA","C/ MARIA ANTÒNIA SALVÀ, 4","07011","MALLORCA","971791240"
"07005611","CC","SANT VICENÇ DE PAÜL_SÓLLER","svpsoller@svpsoller.fecib.net","","http://www.svpaulsoller.net","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","SÓLLER","SÓLLER","C/ CRISTÒFOL PIZÀ, 27","07100","MALLORCA","971631089"
"07003021","CC","SANTA MAGDALENA SOFIA","escola@smsofia.net","","http://www.smsofia.net","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","PALMA","PALMA","C/ FRANCESC MARTÍ MORA, 42","07011","MALLORCA","971738297"
"07002920","CC","SANTA MARIA","secretaria@colsantamaria.org","","www.colsantamaria.org","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","PALMA","PALMA","C/ ALMIRALL CERVERA, 2","07014","MALLORCA","971739539"
"07003262","CC","SANTA MÓNICA","secretaria@colegiosantamonica.eu","direccion@colegiosantamonica.eu","www.colegiosantamonica.eu","AGUSTINAS HERMANAS DEL AMPARO CURIA GENERAL","R0700012H","PALMA","PALMA","C/ DE SON VENTALLOL, NÚM.13","07005","MALLORCA","971274800"
"07002427","CC","SANTA TERESA","steresapd@planalfa.es","","http://www.colegiosantateresa.org/","HERMANAS DE LA CARIDAD DOMINICAS DE LA PRESENTACION","R0700119A","ES PONT D'INCA","MARRATXÍ","C/ SANTA TERESA, 1","07009","MALLORCA","971600177"
"07003377","CC","SANTÍSIMA TRINIDAD","secretaria.strinitat.palma@centrosfest.net","","","FUNDACION EDUCATIVA SANTISIMA TRINIDAD","G88036165","PALMA","PALMA","CARRER DE LA CONCEPCIÓ, 24","07012","MALLORCA","971726411"
"07004643","CC","SANTÍSIMA TRINIDAD","santantoni@centrosfest.net","secretaria.santantoni@centrosfest.net","","FUNDACION EDUCATIVA SANTISIMA TRINIDAD","G88036165","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","C/ BALANSAT, 7","07820","EIVISSA","971340860"
"07001459","CC","SANTO TOMÁS DE AQUINO-LICEO SANTA TERESA","colegio@santotomasdeaquino.org","administracion@santotomasdeaquino.org","www.santotomasdeaquino.org","INCA DE EDUCACION S L","B07544612","INCA","INCA","C/ SES COVES, 110","07300","MALLORCA","971500361"
"07004539","CC","VERGE DE MONTI-SION","info@vergedemontision.com","","www.vergedemontision.org","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","PORRERES","PORRERES","C/ CARITAT, 13","07260","MALLORCA","971647296"
"07002816","CC","VIRGEN DEL CARMEN","direccio@vcarmenpalma.com","secretaria@vcarmenpalma.com","www.vcarmenpalma.com","CONGREGACION DE LOS HERMANOS DE LA SAGRADA FAMILIA","R0700697F","PALMA","PALMA","C/ MURILLO, 48","07013","MALLORCA","971730630"
"07005891","CCEE","JOAN MESQUIDA","joanmesquida@aproscom.org","","http://www.aproscom.org","APROSCOM FUNDACIO","G07065386","MANACOR","MANACOR","C/ ES CANYAR, S/N","07500","MALLORCA","971552625"
"07008326","CCEE","JOAN XXIII","joan23@patronatjoan23.org","","www.patronatjoan23.org","FUNDACIÓ PATRONAT J23, D'INCA","G72519879","INCA","INCA","C/ MENORCA, 55","07300","MALLORCA","971881038"
"07003973","CCEE","MATER MISERICORDIAE","dirpedago@orgmater.org","secretaria@orgmater.org","http://www.mater-isla.com","HERMANAS FRANCISCANAS HIJAS DE LA MISERICORDIA","R0700137C","PALMA","PALMA","C/ FRANCESC JULIÀ, 57","07008","MALLORCA","971274959"
"07006779","CCEE","PINYOL VERMELL","aspacebaleares@aspaceib.org","","http://www.aspaceib.org","FUNDACION ASPACE BALEARES","G07053226","ES PONT D'INCA","MARRATXÍ","CTRA. VELLA DE BUNYOLA, KM 8,1. APARTAT 1327","07141","MALLORCA","971796282"
"07006469","CCEE","PRINCESA DE ASTURIAS","asnimo@asnimo.com","","www.asnimo.com","ASNIMO_ASOCIACION PRO SINDROME DE DOWN EN BALEARES","G07063217","ES PLA DE NA TESA","MARRATXÍ","CAMÍ DE SON AMETLER, NÚM 4","07141","MALLORCA","971604914"
"07015616","CCEE","QUATRE PER QUATRE_ EIVISSA","amadiba@amadiba.org, miguelfelipe@amadiba.com","admin@totheducatiu.com","","AMADIBA","G07758667","EIVISSA","EIVISSA","C/ DE MADRID, NÚM, 49","07800","EIVISSA",""
"07015525","CCEE","QUATRE PER QUATRE_PALMA","amadiba@amadiba.org","admin@totheducatiu.com","","AMADIBA","G07758667","PALMA","PALMA","C/ TAVERNERA, 2, LOCAL 13-14","07007","MALLORCA","971476895"
"07015604","CCEE","SANT JOSEP","amadiba@amadiba.org, toniguasch@amadiba.org","admin@totheducatiu.com","","AMADIBA","G07758667","SANT JOSEP DE SA TALAIA","SANT JOSEP DE SA TALAIA","AVINGUDA DELS CUBELLS, Núm. 18","07830","EIVISSA",""
"07000303","CCEI","ES PORIOL","esporiol@poriol.com","","http://www.poriol.org","APIMA CEI ES PORIOL","G07054588","CIUTADELLA","CIUTADELLA","C/ TARRAGONA, 3","07760","MENORCA","971383326"
"07008260","CCEI","ITACA","secretaria@escolaitaca.com","direccio@escolaitaca.com","","ITACA VALLDARGENT  SL","B57288672","PALMA","PALMA","C/ VALLDARGENT, 20,22 i 24","07013","MALLORCA","971453643"
"07002737","CCEI","JARDINES DE LA INFANCIA PUREZA DE MARÍA","secretaria@jardinesdelainfancia.org","jardinesdelainfancia@yahoo.es","","CONGREGACION RELIGIOSAS PUREZA DE MARIA","R0700103E","ESTABLIMENTS","PALMA","C/ DE LA MARE ALBERTA, 11","07010","MALLORCA","971768302"
"07008533","CCEI","JOGUINA","escolajoguina@joguinaedu.es","","","ASSOCIACIO PARES I MARES DE JOGUINA","G57055451","CIUTADELLA","CIUTADELLA","PLAÇA DON JOAN DE BORBÓ, COMTE DE BARCELONA","07760","MENORCA","971384258"
"07002695","CCEI","NUESTRA SEÑORA DE LA PROVIDENCIA _SON FERRIOL","direccio@edu.providenciasf.com","secretaria@edu.providenciasf.com","","CONGREGACION RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCION","R0700113D","SA CREU VERMELLA","PALMA","C/ BLATERA, 25-27","07198","MALLORCA","626683527"
"07003365","CCEI","NUESTRA SEÑORA DE LA PROVIDENCIA_PALMA","provpalma@hotmail.com","ecarrillocompany@educaib.eu","","RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCION","R0700115I","PALMA","PALMA","C/ BISBE, 10","07003","MALLORCA","971723265"
"07008636","CCEI","PINOCHO","centro@ceipinocho.com","","","DATE  SL","B07054042","PALMA","PALMA","CARRER DE MAS, 10","07014","MALLORCA","971731235"
"07002609","CCEI","POPEYE","ceipopeye@ceipopeye.es","","","ESCUELA INFANTIL POPEYE SL","B07719776","PALMA","PALMA","C/ MESTRE CHAPÍ, 42","07008","MALLORCA","971473539"
"07001733","CCEI","SAGRADOS CORAZONES_LLUCMAJOR","ceisagratscors@educaib.eu","","","CONGREGACION HERMANAS MISIONERAS DE LOS SAGRADOS CORAZONES DE JESÚS Y MARÍA","R0700145F","LLUCMAJOR","LLUCMAJOR","C/ CARRER DES VALL, 72","07620","MALLORCA","971660847"
"07004451","CCEI","SAN VICENTE DE PAÚL_PORT POLLENÇA","centre@svpaulpp.com","","http://svpaulpp.blogspot.com","HERMANAS DE LA CARIDAD DE SAN VICENTE DE PAUL","R0700375I","PORT DE POLLENÇA","POLLENÇA","C/ VERGE DEL CARME, NÚM. 25","07470","MALLORCA","971866557"
"07012937","CCEI","SANT FRANCESC D'ASSÍS_ES PIL·LARI","sfassis@cire.es","servicios@cire.es","","FUNDACIO XAFER","G57111221","ES PIL·LARÍ","PALMA","C/ MUNTANYA, 383-385","07608","MALLORCA","971494000"
"07005696","CCEI","SANT FRANCESC D'ASSÍS_SON SERVERA","sonservera@sfassis.org","","www.santfrancescdassis.com","CONGREGACION DE HERMANAS FRANCISCANAS HIJAS DE LA MISERICORDIA","R0700549I","SON SERVERA","SON SERVERA","C/ DOCTOR ESTEVA, 8","07550","MALLORCA","971567795"
"07002415","CCEI","SANTA CATALINA THOMÀS","scatalinathomas@gmail.com","","","CONGREGACION AGUSTINAS HERMANAS DEL AMPARO","R0700351J","ES PONT D'INCA","MARRATXÍ","C/ DE SOR AMPARO MATHEU, 6","07141","MALLORCA","971607811"
"07008491","CCEI","SOL IXENT","solixentinca@hotmail.com","ceinouixent@gmail.com","","CEI NOU IXENT SL","B57863086","INCA","INCA","C/ LLORENÇ MARIA DURAN, NÚM. 74","07300","MALLORCA","971500220"
"07015151","CCFP","TOTH EDUCATIU","admin@totheducatiu.com","amadiba@amadiba.org","","AMADIBA","G07758667","PALMA","PALMA","C/ SON GIBERT, NÚM. 11 BAIXOS/ CA NA VINAGRE 11, POLÍGON SON MORRO 07007","07008","MALLORCA","971479407"
"07000959","CCIEEM","ESCOLANIA DE LLUC_CENTRE INTEGRAT DE MÚSICA","direccio@escolanialluc.net","fundacio@fecib.net","http://www.escolanialluc.es","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","LLUC","ESCORCA","PLAÇA DELS PELEGRINS, 1","07315","MALLORCA","971871535"
"07003067","CCIEEM","SANT JOSEP OBRER II_CENTRE INTEGRAT DE MÚSICA","sjo@santjosepobrer.es","","","FUNDACIÓN DIOCESANA RAMÓN LLULL","R0700747I","PALMA","PALMA","C/ REIS CATÒLICS, 89","07007","MALLORCA","971274825"
"07015768","CDE","BALEARES INTERNATIONAL COLLEGE SAN AGUSTÍN_BIC SAN AGUSTÍN","office.san@balearesint.net","finance@balearesint.net","","BALEARES INTERNATIONAL SCHOOL MALLORCA SL","B07006349","SANT AGUSTÍ","PALMA","C/ MARIÀ VILLANGOMEZ, 17","07015","MALLORCA","971403161"
"07006445","CDE","BALEARES INTERNATIONAL COLLEGE_BIC","office@balearesint.net","finance@balearesint.net","www.balearesint.net","BALEARES INTERNATIONAL SCHOOL MALLORCA SL","B07006349","SA PORRASSA","CALVIÀ","C/ CAMÍ DE CALA FIGUERA, NÚM. 3","07181","MALLORCA","971133167"
"07006411","CDE","BELLVER INTERNATIONAL COLLEGE","info@bellvercollege.com","principal@bellvercollege.com","www.bellvercollege.com","BELLVER INTERNATIONAL COLLEGE SA","A07114408","EL TERRENO","PALMA","C/ JOSÉ COSTA FERRER, 5","07015","MALLORCA","971401679"
"07008521","CDE","COLEGIO SUECO","info@svskmallorca.se","","www.svenskaskolanmallorca.com","ASOCIACION SUECA DE ENSEÑANZA DE MALLORCA","G07645682","PALMA","PALMA","C/ INFANTA, 15","07014","MALLORCA","971282350"
"07013036","CDE","DEUTSCHE SCHULE MALLORCA, EUROCAMPUS","info@dsmallorca.de","","www.dsmallorca.de","DEUTSCH SPANISCHEN SCHULVEREIN","G57085029","S'ARENAL","PALMA","AV. DE JOAN LLABRÉS, 1","07600","MALLORCA","971733730"
"07014958","CDE","EDIB","info@escuelaedib.com","","","AFESI PALMA, S.L.","B57134975","PALMA","PALMA","VIA DE PORTUGAL, NÚM. 1","07012","MALLORCA","971208653"
"07015276","CDE","ESCOLA GLOBAL","info@escola-global.com","lgea@escola-global.com","","SABER ÉS FUTUR SL","B57587818","PALMA","PALMA","CTRA. DE VALLDEMOSSA,KM. 7.4 PARC BIT, PARCEL·LA 9C","07121","MALLORCA","971431602"
"07016189","CDE","ESCOLASOFIA WALDORF SCHOOL","escolasofia@waldorfpalma.com","","","Escolasofia, SL","B16812778","POLÍGON SON ROSSINYOL","PALMA","C/ GREMI DE VELLUTERS, núm. 14","07009","MALLORCA",""
"07015707","CDE","GREEN VALLEY SCHOOL","office@edu.greenvalleyschool.es","","","HAPPY FACES KINDER BALEAR SL","B57511313","SON PUIG","PALMA","CAMÍ DE SA VILETA, 210","07011","MALLORCA","971160817"
"07015252","CDE","HAPPY FACES","happyfaceskinder@gmail.com","","","HAPPY FACES KINDER BALEAR SL","B57511313","EL TERRENO","PALMA","C/ ROBERT GRAVES, 91","07015","MALLORCA","971287335"
"07012861","CDE","KING RICHARD III COLLEGE","secretary@kingrichardcollege.com","office@kingrichardcollege.com, trobat@kingrichardcollege.com","www.kingrichardcollege.com","KING RICHARD III COLLEGE S A","A07162506","PORTALS NOUS","CALVIÀ","C/ ORATORI, 4","07181","MALLORCA","971675850"
"07006433","CDE","LYCEE FRANÇAIS INTERNATIONAL DE PALMA","secretariat.palma@mlfmonde.org","juan-carlos.triay@mlfmonde.org","www.cfpalmhttps://www.mlfmonde.org/etablissements/lycee-francais-mlf-2/","Mission Laïque Française (MLF)","W0016628J","SA TAULERA","PALMA","C/ DE LES ILLES BALEARS, 142","07014","MALLORCA","971739260"
"07006408","CDE","LYCEE FRANÇAIS INTERNATIONAL D'IBIZA","secretariat.cg@cfibiza.com","proviseur@cfibiza.com, gematorres@ctorresa.com","http://www.college-francais-ibiza.com","ESCUELA FRANCESA DE IBIZA","G07202617","SANT JOSEP DE SA TALAIA","SANT JOSEP DE SA TALAIA","CTRA. SANT JOSEP, KM 2,3-CAN LLAMBIAS","07830","EIVISSA","971395250"
"07015586","CDE","MALLORCA INTERNATIONAL SCHOOL","info@mallorcainternationalschool.com","","","SFG Initiatives and Projects, SL","B57947855","CRESTATX","SA POBLA","C/ DEL LLORER, NÚM. 1","07420","MALLORCA","971570110"
"07015045","CDE","MORNA INTERNATIONAL COLLEGE","info@micibiza.com","helena@micibiza.com","","Morna Valley School, SL","B07324262","SANTA GERTRUDIS","SANTA EULÀRIA DES RIU","CTRA.SANT MIQUEL, KM.5 APARTAT CORREUS 333","07814","EIVISSA","971197672"
"07006421","CDE","QUEEN S COLLEGE","info@queenscollege.es","head@queenscollege.es, jordi.tornila@gmail.com","www.queenscollege.es","BONANOVA ENGLISH SCHOOL, SL","B07045594","EL TERRENO","PALMA","C/ JUAN DE SARIDAKIS, 64 i C/ DE FRANCESC VIDAL I SUREDA, 74B","07015","MALLORCA","971401011"
"07015471","CDE","RAFA NADAL INTERNATIONAL SCHOOL","info@aismallorca.com","oliver@theacademyschool.com","","Rafa Nadal International School, SL","B57909772","MANACOR","MANACOR","CTRA. CALAS DE MALLORCA, S/N, KM 1.2 / CTRA.MA4015, KM.8,  POLÍGON  34","07500","MALLORCA","971171676"
"07007346","CDE","THE ACADEMY INTERNATIONAL SCHOOL","info@theacademyschool.com","oliver@theacademyschool.com","www.theacademyschool.com","The Academy Colegio Bilingüe, SL","B07600992","ES PLA DE NA TESA","MARRATXÍ","CAMÍ DE SON AMETLER VELL, 250","07141","MALLORCA","971171676"
"07015550","CDE","THE MONTESSORI SCHOOL OF MALLORCA","info@montessorimallorca.org","office@montessorimallorca.org","","Earth Children School, S.L.","B57834418","SANTA MARIA DEL CAMI","SANTA MARIA DEL CAMÍ","C/ BATLE JOSEP CANYELLES,NÚM. 9","07320","MALLORCA","971140170"
"07004023","CEE","SON FERRIOL","ceesonferriol@educaib.eu","","www.ceesonferriol.es","CONSELLERIA D'EDUCACIÓ","S0700023E","SA CREU VERMELLA","PALMA","AV. DEL CID, 581","07198","MALLORCA","971427127"
"07016207","CEFIRDE","CENTRE DE PROFESSORS DE FORMACIÓ, INNOVACIÓ I RECERCA PER A L'EXERCICI DE LA DIRECCIÓ ESCOLAR_CFIRDE_IB","cfirdeib@educaib.eu","mperellobeau@educaib.eu","","CONSELLERIA D'EDUCACIÓ","S0700137C","PALMA","PALMA","C/ GREGORIO MARAÑON, S/N","07007","MALLORCA","971420748"
"07013760","CEI","ANGELETS 2008","info@eiangelets.es","","","ESCOLETA INFANTIL ANGELETS 2008 SL","B57549958","LLUCMAJOR","LLUCMAJOR","C/ SANT LLORENÇ, 77","07620","MALLORCA","971661594"
"07015513","CEI","ANGELETS DE LLUM","ceiangeletsdellum@gmail.com","escoletaangeletsdellum@gmail.com","","NORALBA CARDONA CABRERA","45695264Z","PALMA","PALMA","C/ JORGE SEPÚLVEDA, NÚM. 5","07010","MALLORCA","971202523"
"07014557","CEI","ANGELETS DE LLUM CAMPOS_abans Plou i Fa Sol","ceiangeletsdellum@gmail.com","","","NORALBA CARDONA CABRERA","45695264Z","CAMPOS","CAMPOS","C/ DE GIRONA, NÚM. 43-45","07630","MALLORCA","971652665"
"07013188","CEI","ASIMA","escoleta@asima.com","ascen@asima.com","","ASOCIACIÓN SINDICAL DE INDUSTRIALES DE MALLORCA (ASIMA)","G0726529","PALMA","PALMA","C/ GREMI DE BOTERS, 21","07009","MALLORCA","971433493"
"07016694","CEI","ATLAS_abans Mel d'Abella","atlasescoleta@hotmail.com","dulcejaume@hotmail.com","","ESCOLETA INFANTIL MEL D'ABELLA S.L.","B16515223","PALMA","PALMA","C/ ANDREU TORRENS, NÚM. 5","07011","MALLORCA","653386808"
"07014648","CEI","BABERITOS","infocei@escoletababeritos.es","","http://www.escoletababeritos.com","BABERITOS KIDS SL","B16641508","ES COLL D'EN RABASSA","PALMA","C/ GUASP, NÚM. 72","07007","MALLORCA","971490265"
"07015501","CEI","BABERITOS TENIS","infocei@escoletababeritos.es","","","BABERITOS KIDS SL","B16641508","PALMA","PALMA","C/ DE CAN BARÓ, NÚM 9","07014","MALLORCA","971903908"
"07015562","CEI","BABYLAND","babylandibiza@gmail.com","hello@babylandibiza.com","","BABYLAND IBIZA, CB","E57917783","EIVISSA","EIVISSA","C/ DE SA CAPELLETA, NÚM. 11 BAIXOS","07800","EIVISSA","659378670"
"07015161","CEI","BELLA AURORA","escoleta.bellaaurora@gmail.com","","www.escoletabellaaurora.es","CEI BELLA AURORA CB","E57912404","INCA","INCA","C/ CANONGE PAYERAS, NÚM. 2","07300","MALLORCA","971502872"
"07014326","CEI","BLANCANIEVES","escoletablancanieves@hotmail.com","","","Paula Analia Ezpeleta Maugeri","49413924B","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ ITALIA, NÚM. 2","07840","EIVISSA","971330521"
"07015173","CEI","BLAUCEL","escoletablaucel@gmail.com","","","ESCOLETA BLAUCEL SL","B57473811","INCA","INCA","C/ DE JAUME II, NÚM. 87 i 89","07300","MALLORCA","871714432"
"07016517","CEI","CASTELL ENCANTAT","ceicastellencantat@gmail.com","sitocastell@hotmail.com","","ANDRES CASTELL RIUTORT","43054271L","PALMA","PALMA","JERONI POU, 24 LOCAL A","07006","MALLORCA","971914445"
"07013966","CEI","CONFITS","ceiconfits@yahoo.es","","","Monserrate Mulet Martorell (efectes 01/09/2020)","43026236K","SA POBLA","SA POBLA","C/ LLUC, NÚM. 45","07420","MALLORCA","971540549"
"07015239","CEI","CORRILLOS","corrillos@hotmail.es","","","CENTRE D EDUCACIO INFANTIL CORRILLOS SL","B57965147","EIVISSA","EIVISSA","C/ VIA PÚNICA, NÚM. 12","07800","EIVISSA","686560199"
"07013930","CEI","D'ARREL","escoletadarrel@gmail.com","","","D ARREL SOCIEDAD COOPERATIVA","F42731745","CAMPOS","CAMPOS","C/ ANTONI MAURA, 55","07630","MALLORCA","971650507"
"07015227","CEI","DUES LLUNES","escoletaduesllunes@gmail.com","","","Andrea Nicolau Fiol","43135975G","PALMA","PALMA","AV. PICASSO, NÚM. 59","07014","MALLORCA","971455927"
"07015677","CEI","DULCES SUEÑOS","escoletadulces@gmail.com","","","Wagenplanet SL","B57483745","PALMA","PALMA","C/ DE LLUÍS ALEMANY I PUJOL, 8, BXS.","07010","MALLORCA","685678267"
"07016581","CEI","DUNE","dunecentreinfantil@gmail.com","estefaniaguasch@gmail.com","","GUASCH ORTEGA SL","B56196827","EIVISSA","EIVISSA","C/ MADRID NÚM. 56 B","07800","EIVISSA","971316636"
"07014818","CEI","EL TRENET BLAU","ceieltrenetblau@gmail.com","","","Paz Izquierdo y Juan Carlos Marí, Sociedad Civil","J57679821","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA","C/ RIU MIÑO, NÚM. 7 (SA CARRACA)","07817","EIVISSA","971306755"
"07016682","CEI","ELS PETITS DE L'ASSUMPCIÓ_CC L'Assumpció","petitsassumpcio@assumpcio.fecib.net","assumpcio@assumpcio.net","","FUNDACIO ESCOLA CATOLICA DE LES ILLES BALEARS (FECIB)","G57562373","BINISSALEM","BINISSALEM","C/ CONCEPCIÓ, NÚM. 1","07350","MALLORCA",""
"07014764","CEI","ES LLAÜT","escolainfantilesllaut@hotmail.com","","www.hyades.net","ESTHER VANRELL ANTON","43172147C","CAN PASTILLA","PALMA","C/ XALOC, NÚM.9","07610","MALLORCA",""
"07016441","CEI","ES NIU DE SINAPSIS","esniu@somsinapsis.com","hola@somsinapsis.com","","SINAPSIS ACOMPANYAMENT PEDAGÒGIC 2015 C.B.","E57930901","MANACOR","MANACOR","RONDA DE L'INSTITUT, 42","07500","MALLORCA","871989018"
"07013851","CEI","ES PETIT CASTELL","espetitcastell@hotmail.com","","","ADORACIÓN HEREDERO DEL VALLE","43089036P","PALMA","PALMA","C/ SOR ELIONOR ORTIZ, NÚM. 8","07011","MALLORCA","971606945"
"07014855","CEI","ES PONTET","escoletaespontet@gmail.com","","","Escola Infantil Es Pontet SL","B07779606","PALMA","PALMA","C/ GABRIAL MAURA, 8 BAIXOS","07005","MALLORCA","971245431"
"07014739","CEI","ESCOLA NOVA","escoletanova@hotmail.com","","","Escola Nova Es Fasser SL","B57023707","PALMA","PALMA","C/ PABLO IGLESIAS, NÚM 76","07004","MALLORCA","971293373"
"07016578","CEI","ESCOLETA ANTONI COSTA","escoletaantonicosta@sfassis.org","","","HERMANAS FRANCISCANAS HIJAS DE LA MISERICORDIA","R0700022G","Cala D'Or","SANTANYÍ","C/SANT ANTONI, NÚM 25","07660","MALLORCA","971657147"
"07016700","CEI","ESCOLETA AUBARCA_CC San Buenaventura","escoletaaubarcaarta@gmail.com","direccio@santbonaventura.org","","PADRES FRANCISCANOS DE LA TOR","R0700170D","ARTÀ","ARTÀ","C/ SANT ANTONI, NÚM. 1","07570","MALLORCA","971836986"
